ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication
10527,830,0.0059210069550881,138881,69,9,7,16661,16,0,Rent,Masters,Widowed,7,216593.0
10528,841,0.9142335248220712,195700,47,6,0,9029,19,13,Rent,PhD,Widowed,12,198638.0
10529,748,0.6566794486081912,106575,52,9,16,9168,1,17,Rent,High School,Widowed,6,165024.0
10530,438,0.4300923511624034,95260,48,7,5,11358,8,10,Mortgage,Masters,Widowed,20,215802.0
10531,457,0.2514426894088869,33195,22,8,15,11980,19,21,Mortgage,Masters,Widowed,13,251580.0
10532,430,0.3158641945913071,66071,54,6,13,14576,1,1,Mortgage,Bachelor,Widowed,8,116608.0
10533,816,0.1381488608216394,46212,53,2,14,1904,12,1,Rent,PhD,Widowed,2,34272.0
10534,703,0.5038858155428152,32008,51,8,5,9428,14,7,Mortgage,High School,Divorced,4,188560.0
10535,821,0.3228883985638644,120542,31,5,5,9270,0,10,Mortgage,High School,Widowed,2,101970.0
10536,776,0.2020625843857598,133893,30,8,13,1002,1,1,Own,PhD,Widowed,8,19038.0
10537,443,0.4556989580406669,165866,27,7,4,12699,11,15,Mortgage,Masters,Widowed,1,279378.0
10538,623,0.0911494364382414,145853,69,6,17,16284,15,8,Rent,Masters,Divorced,4,211692.0
10539,790,0.6852299357703203,57341,39,8,10,5575,17,3,Mortgage,Masters,Widowed,23,50175.0
10540,831,0.5300079773488741,151557,51,5,2,11612,12,0,Mortgage,Masters,Single,5,209016.0
10541,500,0.2729408831857849,74560,45,6,10,19986,5,0,Mortgage,Masters,Widowed,27,139902.0
10542,610,0.0316418357069847,149486,80,7,18,19506,2,23,Mortgage,PhD,Widowed,20,312096.0
10543,846,0.5172984919580395,73297,21,7,1,14699,15,28,Rent,High School,Widowed,5,29398.0
10544,629,0.000978905216039,157295,64,3,19,18559,13,19,Rent,Bachelor,Widowed,28,111354.0
10545,756,0.3441805276151312,191206,54,5,3,11030,11,25,Own,High School,Widowed,1,220600.0
10546,602,0.1057612448196352,162760,19,3,11,17062,10,16,Rent,High School,Widowed,14,358302.0
10547,835,0.5114538931771041,94494,87,9,7,1507,11,16,Mortgage,Masters,Widowed,3,31647.0
10548,723,0.3342295505632138,45244,73,1,12,7180,11,2,Mortgage,Masters,Widowed,26,150780.0
10549,801,0.4663012547905222,162334,60,9,2,17119,5,3,Rent,Masters,Widowed,3,85595.0
10550,700,0.3049420887715691,192942,57,5,6,19318,9,4,Own,Bachelor,Widowed,17,289770.0
10551,707,0.6143429452743533,67763,87,8,13,10834,12,18,Mortgage,High School,Widowed,4,216680.0
10552,343,0.1823343003789693,81696,73,1,5,4275,6,7,Rent,High School,Widowed,12,21375.0
10553,799,0.5880413950416942,111170,21,8,2,13792,0,2,Rent,High School,Single,5,179296.0
10554,671,0.7247466443598227,123890,38,8,5,9637,9,10,Rent,Bachelor,Widowed,13,154192.0
10555,419,0.51870198091437,42461,70,7,4,14948,12,11,Rent,High School,Widowed,4,44844.0
10556,600,0.2254703978711033,129173,30,7,4,4388,6,6,Mortgage,Masters,Widowed,12,35104.0
10557,409,0.1783743279508,166116,45,9,17,11378,2,1,Own,Masters,Divorced,19,68268.0
10558,342,0.3957078384024587,84621,21,7,8,11423,17,17,Own,High School,Widowed,2,205614.0
10559,589,0.0706665152847044,138136,47,1,5,4641,4,6,Rent,Masters,Single,20,92820.0
10560,654,0.545530426244994,164434,38,3,6,6219,8,9,Rent,High School,Widowed,24,55971.0
10561,514,0.5480127700997192,87013,56,8,1,19233,0,18,Mortgage,Masters,Widowed,10,307728.0
10562,756,0.5065503740216921,41431,21,6,13,8177,6,5,Rent,Bachelor,Widowed,12,65416.0
10563,776,0.1205269819884038,196194,19,0,16,9784,3,8,Mortgage,Masters,Single,9,117408.0
10564,846,0.7948340304645334,168784,84,9,12,12484,10,1,Rent,Masters,Widowed,20,137324.0
10565,610,0.0307987569665977,99531,20,3,5,18397,11,25,Own,High School,Widowed,21,202367.0
10566,827,0.675497531820947,121376,49,2,9,19981,2,7,Own,Bachelor,Widowed,7,159848.0
10567,513,0.1108475270909515,39412,46,5,2,19522,19,22,Rent,High School,Widowed,5,234264.0
10568,383,0.0353947763643234,195950,59,9,9,11432,15,5,Own,Bachelor,Widowed,4,114320.0
10569,795,0.3051574133412776,185612,25,4,1,6840,11,16,Mortgage,PhD,Widowed,0,13680.0
10570,340,0.0643217953765915,130021,66,5,13,1542,13,16,Rent,Masters,Widowed,2,9252.0
10571,454,0.0968964906609396,115564,65,4,10,10321,19,1,Rent,PhD,Widowed,22,206420.0
10572,527,0.4339670380950413,31698,31,1,10,9567,1,18,Mortgage,Masters,Widowed,28,172206.0
10573,706,0.0610185524691601,121951,21,9,19,12524,10,0,Own,Masters,Divorced,22,175336.0
10574,730,0.3306936041587797,125957,48,8,15,3534,15,4,Mortgage,High School,Widowed,9,14136.0
10575,793,0.0039014306400165,55108,20,7,2,7920,8,8,Rent,Masters,Widowed,11,150480.0
10576,686,0.3412209631575041,133256,85,5,7,10995,7,0,Rent,High School,Widowed,6,208905.0
10577,441,0.0817357349689327,72179,81,4,5,8372,10,2,Own,Masters,Widowed,29,33488.0
10578,445,0.0591816075489166,133106,36,9,11,15758,4,29,Mortgage,High School,Married,0,220612.0
10579,518,0.2947291317133894,147171,39,7,2,19706,10,19,Own,High School,Widowed,6,275884.0
10580,681,0.0053833675301241,117986,62,9,6,15396,10,14,Rent,Masters,Single,4,107772.0
10581,773,0.6940694608273539,68421,51,8,6,19944,4,10,Mortgage,Masters,Widowed,20,418824.0
10582,836,0.0711636263308441,68966,72,5,16,3871,3,14,Rent,Masters,Widowed,14,77420.0
10583,605,0.2607552145751436,143833,57,9,13,1581,5,28,Mortgage,High School,Widowed,21,25296.0
10584,615,0.373610929425387,140124,52,9,13,13489,14,15,Mortgage,High School,Divorced,4,202335.0
10585,656,0.1767977257281238,60195,52,5,18,2900,13,6,Own,Masters,Widowed,28,14500.0
10586,494,0.3890419651705215,116587,69,5,1,13841,4,3,Rent,High School,Widowed,27,27682.0
10587,667,0.1913946339245955,142657,20,4,7,14115,9,29,Mortgage,High School,Widowed,10,197610.0
10588,342,0.1054784713284142,42003,40,9,18,12538,11,11,Mortgage,High School,Widowed,28,188070.0
10589,778,0.1443315945834843,24038,50,8,12,8502,4,13,Mortgage,Bachelor,Widowed,9,76518.0
10590,768,0.3395370107296782,183506,35,7,2,13233,19,9,Mortgage,Masters,Single,9,198495.0
10591,591,0.2551236190817538,153525,36,6,14,11963,9,20,Rent,Masters,Single,13,59815.0
10592,476,0.522878415196781,126302,45,7,2,5844,9,5,Mortgage,Masters,Married,13,17532.0
10593,373,0.0076191411055727,151744,29,4,11,15067,5,6,Mortgage,High School,Divorced,21,105469.0
10594,682,0.6159132374710089,184394,51,4,16,12936,15,19,Rent,Masters,Widowed,9,142296.0
10595,716,0.4040380962061326,32238,59,6,3,2253,14,12,Mortgage,Masters,Widowed,14,24783.0
10596,384,0.0682883542441419,170091,35,6,12,7889,17,3,Rent,Masters,Widowed,13,157780.0
10597,469,0.3406079265753132,20506,18,9,7,7474,10,9,Own,Masters,Widowed,17,142006.0
10598,740,0.1616064845279894,65728,86,2,10,11072,0,20,Mortgage,High School,Widowed,19,99648.0
10599,808,0.9201651673755444,73483,85,6,8,19963,9,19,Rent,Masters,Widowed,15,79852.0
10600,663,0.4045052791216338,149432,24,7,11,17967,12,5,Mortgage,Masters,Widowed,25,359340.0
10601,569,0.2050665381411165,148515,79,5,2,17060,16,5,Own,High School,Widowed,17,34120.0
10602,825,0.0118108928939217,156280,32,7,15,13898,2,5,Rent,Masters,Married,16,55592.0
10603,530,0.1588124170371238,181308,27,3,2,10827,2,2,Mortgage,PhD,Widowed,16,162405.0
10604,342,0.5066580554219364,88205,76,9,0,18491,4,8,Mortgage,Masters,Married,4,314347.0
10605,509,0.2990805894895557,66539,29,8,12,6581,8,16,Rent,High School,Widowed,4,92134.0
10606,369,0.4993985554940492,188224,29,9,6,4500,14,11,Mortgage,PhD,Widowed,16,27000.0
10607,315,0.3282100007475051,93969,68,6,14,8463,8,3,Rent,Masters,Widowed,17,76167.0
10608,816,0.0197014848141799,39420,39,4,0,14842,11,0,Mortgage,High School,Divorced,0,163262.0
10609,788,0.2642288684235537,155855,64,6,18,14029,18,28,Rent,PhD,Widowed,20,84174.0
10610,788,0.3270287441360874,112471,69,6,6,10722,9,13,Rent,Bachelor,Widowed,7,32166.0
10611,845,0.714521585883191,164712,74,4,8,14618,2,2,Mortgage,PhD,Widowed,26,58472.0
10612,468,0.1032055315585351,101774,54,8,0,18716,1,13,Mortgage,High School,Married,11,393036.0
10613,520,0.6667586792842704,125328,35,9,12,4925,0,17,Mortgage,Masters,Widowed,2,64025.0
10614,527,0.6261686101904994,32575,23,3,5,10828,4,19,Mortgage,Masters,Widowed,6,184076.0
10615,529,0.8869655201839232,125708,50,7,1,9580,3,29,Rent,Masters,Widowed,1,38320.0
10616,607,0.7095966438958848,173714,42,8,18,18839,13,11,Mortgage,High School,Widowed,5,357941.0
10617,649,0.0576188726729181,121888,83,9,14,19149,11,25,Rent,High School,Widowed,2,76596.0
10618,830,0.761317553499829,144466,28,9,17,17307,4,4,Rent,Bachelor,Widowed,17,328833.0
10619,398,0.3074737861964793,177864,37,3,14,11634,8,15,Rent,Masters,Widowed,4,162876.0
10620,668,0.877205144575648,54189,44,7,10,3396,13,16,Rent,High School,Widowed,1,30564.0
10621,685,0.395087663420662,25865,33,6,11,9522,8,10,Mortgage,Masters,Widowed,12,76176.0
10622,503,0.9483870686517096,93798,49,5,9,18512,5,1,Mortgage,Masters,Widowed,12,222144.0
10623,764,0.5986699874200088,166758,78,8,8,19049,5,16,Rent,Masters,Widowed,14,171441.0
10624,528,0.0259429065709437,189848,79,6,17,14300,1,24,Mortgage,High School,Widowed,19,228800.0
10625,600,0.0190856821342679,69303,49,8,7,5005,9,15,Mortgage,High School,Divorced,7,75075.0
10626,464,0.2771867060818941,91026,21,7,4,2656,3,2,Own,High School,Widowed,25,23904.0
10627,769,0.2884740817747869,105357,35,7,4,7610,7,17,Rent,Masters,Widowed,0,38050.0
10628,418,0.7097840254285491,63408,37,9,4,10318,6,11,Rent,Masters,Divorced,17,175406.0
10629,504,0.3739087235075334,153421,31,7,10,19792,2,16,Own,Bachelor,Widowed,9,395840.0
10630,622,0.9685820001055014,139726,71,3,11,2082,5,5,Rent,High School,Widowed,2,16656.0
10631,519,0.0290373747489945,194773,37,6,3,8169,12,9,Mortgage,High School,Widowed,0,57183.0
10632,398,0.2744164816294021,89223,64,8,7,7900,10,25,Rent,Masters,Widowed,14,150100.0
10633,727,0.0140634270725178,167015,64,2,0,10068,12,0,Own,Masters,Widowed,5,20136.0
10634,785,0.3378701686134618,195998,67,7,19,19163,18,13,Mortgage,High School,Widowed,12,421586.0
10635,721,0.3114488018741568,40239,76,3,8,13631,10,1,Own,High School,Widowed,8,286251.0
10636,670,0.1475815878572975,110988,53,9,6,15160,17,11,Mortgage,PhD,Widowed,13,227400.0
10637,416,0.1559491020034153,157220,62,9,12,18454,9,21,Mortgage,High School,Divorced,1,110724.0
10638,733,0.0982870031514119,150055,37,0,6,1489,2,19,Mortgage,Masters,Widowed,1,2978.0
10639,773,0.6443132864672664,113750,29,9,0,17042,3,2,Own,Masters,Widowed,10,221546.0
10640,724,0.2168815710983846,146037,66,7,19,12369,3,17,Rent,Bachelor,Widowed,3,210273.0
10641,477,0.1539546955000547,178178,48,6,11,5768,4,11,Rent,Masters,Married,15,40376.0
10642,612,0.0822816477160028,101857,40,8,8,17016,19,19,Mortgage,Bachelor,Widowed,2,272256.0
10643,359,0.6608261317678228,150435,56,7,1,10414,11,6,Rent,High School,Widowed,18,208280.0
10644,455,0.2861407448001924,93805,51,5,3,11280,7,4,Rent,Masters,Widowed,18,112800.0
10645,589,0.2418249579325484,151242,53,5,0,8623,6,8,Rent,Masters,Widowed,24,146591.0
10646,329,0.1010613568488989,76441,40,0,17,4012,6,24,Rent,High School,Widowed,25,80240.0
10647,379,0.1270587424864945,158763,36,9,3,19785,0,3,Mortgage,Masters,Married,3,217635.0
10648,601,0.5557164300405801,79548,32,1,11,2152,6,7,Rent,High School,Widowed,2,19368.0
10649,748,0.4898334450210102,54234,82,6,16,9883,16,3,Rent,Masters,Widowed,12,79064.0
10650,604,0.5533492521173912,116614,45,8,7,6198,5,0,Rent,PhD,Widowed,23,117762.0
10651,441,0.1696130096865926,96595,79,7,6,18297,12,1,Rent,Bachelor,Widowed,18,54891.0
10652,683,0.4621464365104998,121715,23,5,6,14330,2,0,Mortgage,PhD,Widowed,16,128970.0
10653,589,0.0849577421174381,27277,73,9,18,12894,6,14,Rent,Bachelor,Widowed,23,270774.0
10654,692,0.3738001403494086,112344,50,1,11,7440,14,0,Rent,Masters,Widowed,6,22320.0
10655,375,0.6305637001270261,125203,68,7,1,9713,5,2,Mortgage,Masters,Divorced,3,97130.0
10656,656,0.3786651740748781,125634,58,2,18,19538,2,11,Rent,PhD,Widowed,2,195380.0
10657,578,0.6902748123403113,143583,25,9,4,7063,19,2,Own,Masters,Divorced,7,70630.0
10658,302,0.2713853281932903,20895,76,6,5,9601,4,6,Mortgage,Masters,Widowed,19,76808.0
10659,745,0.2586650565548513,172936,35,5,0,13216,6,17,Mortgage,PhD,Widowed,5,132160.0
10660,843,0.2338747019424069,52769,81,9,3,10391,11,18,Own,High School,Widowed,5,135083.0
10661,708,0.0093905937766968,37402,27,2,1,12032,4,5,Mortgage,PhD,Widowed,9,252672.0
10662,523,0.0582336575065118,152323,51,7,9,14363,8,18,Rent,Bachelor,Widowed,10,86178.0
10663,764,0.8393482259391396,196014,56,8,3,9087,9,11,Mortgage,PhD,Single,10,109044.0
10664,691,0.0229761444053753,129155,40,1,8,6941,6,14,Rent,PhD,Widowed,5,124938.0
10665,720,0.0088181629181754,73494,69,6,5,7192,1,12,Rent,High School,Widowed,3,21576.0
10666,843,0.1888636418187999,131389,24,7,8,7066,9,6,Rent,Bachelor,Widowed,21,98924.0
10667,776,0.0707512971386312,40048,57,6,15,12813,0,4,Own,High School,Widowed,19,230634.0
10668,483,0.2913403588295939,54298,76,4,17,7044,3,27,Rent,High School,Widowed,5,133836.0
10669,306,0.7390904094865286,100415,21,8,4,1886,1,13,Mortgage,Masters,Married,25,5658.0
10670,774,0.2297649515299537,157440,72,8,3,17422,3,2,Own,High School,Single,6,365862.0
10671,792,0.5135980565630653,111594,37,0,13,17202,13,10,Rent,Masters,Widowed,0,137616.0
10672,810,0.0981645647554257,167295,39,7,17,17315,15,1,Rent,Bachelor,Widowed,7,86575.0
10673,641,0.8570295737656556,96102,32,6,0,11715,12,17,Mortgage,High School,Widowed,3,152295.0
10674,688,0.445985042602455,71370,42,6,5,16266,9,27,Mortgage,High School,Divorced,7,146394.0
10675,324,0.0944108023806076,56237,23,7,2,2924,1,14,Rent,High School,Divorced,14,8772.0
10676,378,0.2222721449711324,138037,37,8,18,14375,7,19,Mortgage,PhD,Widowed,23,215625.0
10677,452,0.6909803728696233,122078,59,7,2,9646,4,5,Mortgage,PhD,Widowed,0,106106.0
10678,778,0.8796637572226198,153702,31,9,2,2977,3,11,Rent,High School,Widowed,19,44655.0
10679,429,0.1449757358266026,198625,84,7,17,14158,7,20,Rent,Masters,Divorced,1,297318.0
10680,812,0.0537717739935078,196996,71,3,10,10680,10,27,Mortgage,High School,Widowed,0,149520.0
10681,536,0.082415561691246,89004,23,5,8,9538,7,9,Mortgage,Masters,Single,9,152608.0
10682,797,0.2528885613158466,119421,49,6,9,13287,7,3,Mortgage,High School,Widowed,2,172731.0
10683,717,0.8027659974178634,62840,29,1,3,1286,2,22,Rent,High School,Widowed,1,25720.0
10684,827,0.0427554252162694,190383,85,9,16,17839,4,15,Rent,Bachelor,Widowed,10,356780.0
10685,611,0.0701777530213577,71903,28,2,0,6664,5,2,Rent,Masters,Single,28,113288.0
10686,537,0.1718931896690695,23672,69,2,12,13248,18,4,Rent,High School,Widowed,18,66240.0
10687,717,0.1950139762771677,142282,61,5,3,15257,5,29,Mortgage,High School,Widowed,13,320397.0
10688,636,0.2900672086169599,100929,55,4,11,8206,6,10,Rent,High School,Widowed,3,57442.0
10689,594,0.9762276680147371,190947,60,4,3,17377,3,3,Own,Masters,Divorced,1,225901.0
10690,834,0.1569649855503924,45936,60,5,7,15759,12,24,Rent,Bachelor,Widowed,7,157590.0
10691,730,0.7015717542631683,123190,28,4,1,1525,4,4,Rent,Bachelor,Widowed,15,18300.0
10692,608,0.9822242341264098,136675,55,7,13,12859,0,1,Rent,Masters,Divorced,9,244321.0
10693,680,0.6683737589334411,74348,37,9,1,3173,5,26,Mortgage,Masters,Widowed,6,60287.0
10694,363,0.0522370317187879,26752,18,7,4,16224,15,23,Rent,Bachelor,Widowed,21,308256.0
10695,404,0.1911742288542969,110111,39,0,0,12549,19,7,Rent,Masters,Widowed,7,62745.0
10696,571,0.1314471749572273,35907,19,5,7,10701,0,25,Rent,Masters,Single,24,21402.0
10697,539,0.3963751241769728,109047,44,6,11,2200,9,6,Rent,High School,Widowed,23,35200.0
10698,571,0.3508605404927399,115667,35,5,1,19371,15,8,Rent,PhD,Widowed,1,309936.0
10699,485,0.0472216735966535,36697,49,4,5,11808,4,19,Own,High School,Widowed,29,129888.0
10700,732,0.251588730128923,182300,41,6,0,4199,13,13,Mortgage,Masters,Divorced,1,50388.0
10701,569,0.2513661654404966,139261,24,6,13,2283,9,17,Own,High School,Widowed,24,20547.0
10702,369,0.8818542162185661,160399,45,7,16,17413,12,1,Rent,Masters,Widowed,13,313434.0
10703,395,0.9845564739301677,59083,18,7,6,7090,8,18,Mortgage,Masters,Single,2,77990.0
10704,727,0.6344422500528704,169012,20,3,7,13478,4,2,Mortgage,Masters,Married,7,188692.0
10705,770,0.4129033697526,128439,57,5,17,14360,12,19,Mortgage,PhD,Widowed,14,157960.0
10706,437,0.028457255791753,142215,73,2,18,9323,8,13,Mortgage,High School,Widowed,24,139845.0
10707,684,0.3374991004197101,134636,65,1,12,12113,5,5,Rent,Bachelor,Widowed,4,84791.0
10708,708,0.5528171860361885,142236,20,4,18,19021,9,17,Mortgage,PhD,Widowed,19,114126.0
10709,628,0.1394027699943331,147579,20,8,9,8197,6,9,Mortgage,Masters,Married,3,81970.0
10710,798,0.1869167968684917,95085,19,2,10,1547,4,7,Mortgage,Masters,Widowed,7,9282.0
10711,765,0.1785192680563022,125859,89,4,14,11543,4,5,Own,PhD,Widowed,25,80801.0
10712,374,0.1593133551527399,85423,55,8,7,17326,3,18,Own,Masters,Widowed,2,138608.0
10713,810,0.1560478666898495,107706,83,6,9,19669,9,22,Own,High School,Widowed,7,393380.0
10714,847,0.0018307351003939,154917,57,7,6,5594,5,2,Mortgage,PhD,Widowed,19,50346.0
10715,455,0.1418792637964485,149432,19,9,7,5578,0,0,Mortgage,Bachelor,Divorced,1,78092.0
10716,653,0.6689974597141453,153624,43,9,11,5846,12,6,Rent,Masters,Single,10,40922.0
10717,673,0.1989692557944491,131558,84,6,15,17341,6,22,Own,High School,Widowed,6,121387.0
10718,750,0.275966763142255,112283,43,8,19,7894,9,4,Rent,Masters,Single,25,31576.0
10719,551,0.3737775382738673,35834,33,5,16,5554,15,4,Mortgage,Masters,Widowed,16,77756.0
10720,752,0.22124318991465,54855,58,3,6,13480,7,12,Own,High School,Widowed,19,121320.0
10721,363,0.1396418596154442,47044,43,4,18,15741,10,27,Rent,Masters,Widowed,1,173151.0
10722,754,0.0291925591642517,194269,87,8,17,6529,16,24,Rent,Masters,Widowed,1,78348.0
10723,567,0.0968252374668803,32894,22,3,19,7276,8,9,Rent,High School,Widowed,11,36380.0
10724,682,0.5714298691784121,193172,42,5,8,8910,2,29,Rent,Masters,Widowed,7,62370.0
10725,793,0.6412368673577586,77059,86,1,13,5146,13,7,Rent,Masters,Widowed,21,20584.0
10726,448,0.0239635237715616,158977,23,9,4,7222,11,24,Mortgage,PhD,Widowed,2,28888.0
10727,350,0.0251770134111241,96504,25,4,10,10894,15,2,Rent,High School,Widowed,28,130728.0
10728,831,0.0043360023262513,76894,33,9,7,1944,16,23,Mortgage,PhD,Widowed,9,11664.0
10729,329,0.0109401456106159,23293,43,9,1,3765,9,9,Own,High School,Divorced,15,48945.0
10730,434,0.0266840530474505,59806,61,2,3,13298,8,12,Rent,PhD,Widowed,17,239364.0
10731,714,0.5160402354935089,195408,25,9,1,19250,13,25,Mortgage,PhD,Widowed,14,57750.0
10732,432,0.1320011947471087,108702,36,9,10,2233,5,10,Mortgage,High School,Married,3,15631.0
10733,561,0.5802390038700634,180618,33,4,3,1411,17,4,Rent,Masters,Widowed,11,11288.0
10734,399,0.4465664436128367,150378,35,7,15,19125,9,16,Rent,Masters,Widowed,27,248625.0
10735,603,0.1069337530282724,41650,39,4,5,7838,1,25,Mortgage,Bachelor,Widowed,28,101894.0
10736,629,0.1499898697493025,113397,32,8,1,6829,10,21,Rent,PhD,Widowed,12,13658.0
10737,402,0.4738785741535725,97888,55,5,3,15103,14,18,Rent,High School,Widowed,9,317163.0
10738,457,0.1991662026304773,33976,52,4,0,9407,14,12,Mortgage,High School,Widowed,6,47035.0
10739,806,0.2361878843714456,87946,49,3,8,3953,13,3,Mortgage,PhD,Widowed,13,51389.0
10740,517,0.1503074377236428,160226,34,9,2,5454,3,1,Own,High School,Widowed,26,16362.0
10741,629,0.0501397134306664,92003,71,6,15,19772,15,25,Rent,Masters,Widowed,1,276808.0
10742,398,0.5489023497331009,46281,32,6,9,4759,7,9,Own,Masters,Widowed,15,33313.0
10743,465,0.1081607955634565,160982,28,5,13,4124,14,0,Mortgage,Masters,Widowed,10,45364.0
10744,749,0.7424452124177631,111359,32,9,7,17734,9,9,Mortgage,Masters,Married,4,336946.0
10745,729,0.3922656338887276,127810,22,7,1,4091,1,5,Mortgage,High School,Widowed,11,85911.0
10746,468,0.3553781414812158,66430,23,5,2,6052,17,0,Own,Masters,Widowed,23,96832.0
10747,353,0.4040547105380956,137636,22,5,15,8561,1,23,Mortgage,Masters,Single,10,85610.0
10748,800,0.2113462224166099,98770,46,0,10,6857,5,15,Rent,PhD,Widowed,14,130283.0
10749,537,0.6214252056755164,127376,42,9,15,3985,5,21,Rent,High School,Widowed,14,71730.0
10750,848,0.0724932982530293,47401,45,7,2,8136,18,10,Mortgage,Masters,Widowed,8,65088.0
10751,672,0.8552241684180063,100852,75,4,7,1210,7,3,Rent,PhD,Widowed,16,7260.0
10752,472,0.7000872882073916,134569,24,4,7,17416,3,1,Rent,Masters,Married,1,261240.0
10753,660,0.7791967071880015,31730,33,0,3,9964,2,4,Mortgage,High School,Widowed,21,109604.0
10754,469,0.2064230244732984,68022,64,6,7,11000,4,6,Rent,PhD,Widowed,21,121000.0
10755,383,0.1422645255188085,69915,41,7,4,15746,7,8,Mortgage,PhD,Widowed,0,236190.0
10756,849,0.3702099617898358,36469,77,8,11,8304,18,19,Own,High School,Widowed,5,16608.0
10757,627,0.0197500973815516,73861,47,1,16,3036,3,17,Rent,High School,Widowed,23,48576.0
10758,444,0.6522440158478325,118595,34,4,10,7638,0,2,Mortgage,Masters,Married,18,122208.0
10759,848,0.0643622620659406,111581,75,3,17,2400,17,9,Rent,Masters,Widowed,1,7200.0
10760,685,0.6910472684732173,199249,82,8,2,12951,5,9,Mortgage,Masters,Divorced,0,116559.0
10761,591,0.5639780978080163,59199,21,3,5,10128,1,20,Rent,Masters,Widowed,1,40512.0
10762,479,0.4910238713363626,110372,55,7,17,14060,9,12,Own,Masters,Widowed,4,70300.0
10763,523,0.3725512851303263,21396,28,6,0,2787,2,21,Mortgage,Masters,Single,3,25083.0
10764,661,0.2315234493574359,45200,76,5,0,14929,3,2,Mortgage,Masters,Widowed,17,29858.0
10765,728,0.2099555917326208,174711,22,9,16,8107,12,19,Mortgage,Masters,Widowed,20,81070.0
10766,734,0.182393826264906,111025,58,0,18,10764,5,9,Own,Masters,Widowed,7,204516.0
10767,776,0.8166756543109147,53796,84,0,1,17260,5,10,Rent,Masters,Widowed,5,241640.0
10768,499,0.289634541241945,21965,70,2,18,10763,0,0,Rent,Bachelor,Widowed,0,161445.0
10769,550,0.0055608909819045,188027,29,9,10,16805,5,1,Rent,Masters,Widowed,20,235270.0
10770,369,0.3229747318040665,197959,18,9,8,7292,4,9,Mortgage,High School,Divorced,13,21876.0
10771,825,0.0590589041349942,160313,23,7,1,5015,9,5,Rent,Masters,Widowed,6,55165.0
10772,439,0.6441904036015019,162497,34,8,9,18260,7,14,Mortgage,Masters,Married,1,383460.0
10773,757,0.493188362450604,67241,52,1,7,15637,9,2,Mortgage,Masters,Widowed,0,297103.0
10774,814,0.1949337174100004,102028,41,8,17,1504,3,25,Mortgage,High School,Widowed,27,15040.0
10775,517,0.011641942213045,117615,65,0,4,17247,7,15,Rent,Masters,Widowed,29,327693.0
10776,658,0.0776219997761107,140033,74,3,11,16109,2,2,Mortgage,High School,Divorced,4,338289.0
10777,829,0.6651099144696223,46748,40,2,2,13664,9,9,Mortgage,Masters,Widowed,10,232288.0
10778,804,0.3261337597355329,109072,38,3,7,17707,12,20,Rent,High School,Widowed,22,70828.0
10779,579,0.9274536327098772,99674,38,9,2,1083,4,26,Mortgage,Masters,Widowed,9,6498.0
10780,387,0.0005391017447221,87313,53,1,4,7652,8,3,Rent,Masters,Divorced,18,122432.0
10781,571,0.0612009188818298,109492,53,4,12,15802,19,23,Rent,High School,Widowed,16,347644.0
10782,312,0.1022023225718716,105821,43,4,16,16920,3,29,Mortgage,Masters,Widowed,21,135360.0
10783,628,0.299768186005816,187874,88,7,2,16986,17,4,Mortgage,High School,Widowed,23,237804.0
10784,696,0.3953041185089324,167155,20,8,3,9913,19,2,Mortgage,Masters,Single,27,178434.0
10785,791,0.1677936401791167,172194,53,2,9,4512,12,12,Mortgage,High School,Widowed,5,31584.0
10786,725,0.4427470015520658,42652,44,6,3,8733,15,2,Own,Masters,Widowed,23,165927.0
10787,824,0.3195140222274258,50661,70,2,16,12492,6,1,Rent,High School,Widowed,23,212364.0
10788,483,0.1244775898511306,127830,20,2,18,19136,12,26,Rent,Masters,Divorced,3,76544.0
10789,350,0.2407360628104601,31871,23,0,11,16575,8,24,Rent,Masters,Widowed,15,66300.0
10790,576,0.0312484468736887,184036,28,6,0,18394,7,8,Own,PhD,Widowed,17,147152.0
10791,811,0.7244401630170463,133554,30,9,14,14943,3,28,Mortgage,PhD,Widowed,5,268974.0
